Geneids	Series15_HealthyLungBiopsy_2	Series15_COVID19Lung_2	Series15_COVID19Lung_1
JMJD7	108	1	0
PLA2G4B	0	0	0
SPTBN5	169	0	0
MIR4310	0	0	0
EHD4	2447	27	2
PLA2G4E	4	0	0
PLA2G4D	4	0	0
PLA2G4F	98	0	0
VPS39	1279	9	0
MIR627	0	0	0
TMEM87A	1066	33	1
GANC	213	6	4
CAPN3	361	4	2
SNAP23	1539	23	0
LRRC57	274	0	0
HAUS2	426	6	0
STARD9	708	0	0
CDAN1	107	0	0
TTBK2	67	0	0
UBR1	598	33	3
TMEM62	330	26	3
CCNDBP1	1034	44	10
EPB42	0	0	0
TGM5	0	0	0
TGM7	0	0	0
LCMT2	147	18	0
ADAL	81	0	0
ZSCAN29	228	0	0
TUBGCP4	117	3	0
TP53BP1	369	12	0
MAP1A	182	3	1
PPIP5K1	191	1	0
CKMT1B	0	0	0
STRC	2	0	0
CATSPER2	66	0	0
CKMT1A	0	0	0
CATSPER2P1	15	0	0
PDIA3	4587	199	22
ELL3	84	25	0
SERF2	4891	1184	106
SERF2-C15ORF63	0	0	0
MIR1282	0	0	0
SERINC4	100	0	0
HYPK	10	1	0
MFAP1	507	0	0
WDR76	36	13	0
FRMD5	0	0	0
PIN4P1	0	0	0
CASC4	1317	38	0
CTDSPL2	246	0	0
EIF3J	1504	197	4
SPG11	525	45	0
PATL2	41	7	0
B2M	64931	22290	823
TRIM69	35	12	0
SORD	147	0	2
DUOX2	10	0	0
DUOXA2	0	0	0
DUOXA1	79	7	0
DUOX1	229	22	2
SHF	119	0	0
SLC28A2	0	0	0
GATM	137	0	0
SPATA5L1	112	0	0
C15orf48	92	1194	74
MIR147B	0	0	0
SLC30A4	37	6	6
HMGN2P46	23	0	0
BLOC1S6	987	11	1
SEMA6D	337	0	0
SLC24A5	4	0	0
MYEF2	108	4	3
CTXN2	0	0	0
SLC12A1	1	0	0
DUT	1267	17	0
FBN1	526	31	3
CEP152	26	2	0
SHC4	42	0	0
EID1	3604	107	4
SECISBP2L	574	49	1
COPS2	962	50	0
GALK2	178	0	0
NDUFAF4P1	0	0	0
MIR4716	0	0	0
FAM227B	15	0	0
FGF7	511	42	0
DTWD1	414	6	0
ATP8B4	74	6	0
SLC27A2	19	5	0
HDC	152	0	3
GABPB1	607	23	4
GABPB1-AS1	63	7	0
MIR4712	0	0	0
USP8	571	32	0
USP50	0	0	0
TRPM7	371	13	0
SPPL2A	253	67	1
AP4E1	156	9	0
DCAF13P3	1	0	0
TNFAIP8L3	364	5	0
CYP19A1	2	41	3
MIR4713	0	0	0
GLDN	150	59	3
DMXL2	158	62	1
SCG3	3	0	0
LYSMD2	340	57	1
TMOD2	332	0	0
TMOD3	881	87	1
LEO1	211	4	0
MAPK6	315	20	3
BCL2L10	3	0	0
GNB5	386	0	0
MYO5C	340	9	0
MIR1266	0	0	0
MYO5A	484	12	0
ARPP19	2222	175	9
FAM214A	393	9	0
ONECUT1	0	0	0
WDR72	2	0	0
UNC13C	9	0	0
RSL24D1	2189	140	5
RAB27A	1245	94	3
PIGB	147	0	0
CCPG1	240	58	1
MIR628	0	0	0
PYGO1	12	3	0
PRTG	68	4	0
NEDD4	347	21	0
RFX7	161	16	0
TEX9	19	0	0
MNS1	26	10	0
ZNF280D	377	18	0
LOC145783	80	0	0
TCF12	582	12	0
CGNL1	1010	17	1
GCOM1	0	0	0
MYZAP	528	0	0
POLR2M	121	10	0
ALDH1A2	435	7	0
AQP9	506	3409	180
LIPC	14	0	0
ADAM10	322	43	1
HSP90AB4P	19	0	0
SLTM	1494	28	1
RNF111	215	18	0
CCNB2	36	2	0
MYO1E	732	72	1
MIR2116	0	0	0
LDHAL6B	2	0	0
FAM81A	19	0	2
GCNT3	5	5	1
GTF2A2	908	80	0
BNIP2	1173	45	0
FOXB1	0	0	0
ANXA2	21536	896	60
RORA	460	7	0
VPS13C	590	0	8
C2CD4A	63	22	1
C2CD4B	519	76	7
MGC15885	0	0	0
TLN2	173	3	0
MIR190A	0	0	0
TPM1	9333	278	6
LACTB	477	45	7
RPS27L	1442	95	5
RAB8B	886	485	22
APH1B	341	5	0
CA12	37	87	2
USP3	831	39	0
FBXL22	22	2	0
HERC1	512	10	0
DAPK2	347	3	0
SNX1	2263	77	6
SNX22	51	0	0
PPIB	1462	29	0
CSNK1G1	227	11	0
TRIP4	546	12	0
ZNF609	455	23	0
OAZ2	2751	12	0
RBPMS2	263	6	0
MIR1272	0	0	0
PIF1	35	0	0
PLEKHO2	4710	6	4
ANKDD1A	343	0	0
SPG21	1862	144	10
MTFMT	185	7	3
SLC51B	82	0	0
RASL12	1640	0	0
KBTBD13	7	0	0
UBAP1L	78	0	0
PDCD7	190	10	0
CLPX	350	7	0
CILP	112	4	0
PARP16	179	0	0
IGDCC3	10	0	0
IGDCC4	22	0	0
DPP8	142	8	0
SLC24A1	304	22	0
DENND4A	342	62	0
MIR4511	0	0	0
RAB11A	3893	156	6
MEGF11	6	0	0
MIR4311	0	0	0
DIS3L	266	8	0
TIPIN	63	4	0
SCARNA14	0	0	0
MAP2K1	821	70	0
SNAPC5	180	2	0
RPL4	33108	502	46
SNORD18C	25	0	0
SNORD18B	7	0	0
SNORD16	12	0	0
SNORD18A	0	0	0
ZWILCH	113	8	0
LCTL	1	0	0
SMAD6	629	9	0
SMAD3	947	40	4
AAGAB	731	26	3
IQCH	17	0	0
IQCH-AS1	46	0	0
C15orf61	73	0	0
MAP2K5	295	0	0
SKOR1	4	0	0
PIAS1	222	25	1
CALML4	412	0	0
CLN6	526	6	0
FEM1B	94	7	0
ITGA11	45	1	0
CORO2B	266	12	0
ANP32A	2039	450	26
MIR4312	0	0	0
ANP32A-IT1	2	0	0
MIR548H4	0	0	0
SPESP1	10	0	0
NOX5	3	0	0
GLCE	258	0	0
PAQR5	383	23	0
KIF23	22	5	0
RPLP1	43657	762	61
LINC00593	0	0	0
TLE3	1010	19	0
MIR629	0	0	0
UACA	1840	8	0
LARP6	549	0	1
THAP10	17	3	0
LRRC49	190	9	0
CT62	1	0	0
THSD4	474	12	0
NR2E3	10	0	0
MYO9A	97	0	0
SENP8	42	0	0
PKM	9908	661	54
PARP6	1101	49	8
CELF6	149	0	0
HEXA	1481	5	0
HEXA-AS1	4	0	0
TMEM202	0	0	0
ARIH1	1146	54	2
MIR630	4	0	0
GOLGA6B	0	0	0
HIGD2B	0	0	0
BBS4	249	0	0
ADPGK	700	42	2
ADPGK-AS1	18	0	0
NEO1	504	28	0
HCN4	16	0	0
NPTN	1851	58	1
CD276	600	19	3
TBC1D21	1	0	0
LOXL1-AS1	31	0	0
LOXL1	109	0	0
STOML1	275	0	0
PML	2114	303	28
GOLGA6A	1	0	0
LOC283731	7	0	0
ISLR2	80	0	0
ISLR	688	14	0
STRA6	26	0	0
CCDC33	1	0	0
CYP11A1	12	0	0
SEMA7A	97	10	0
UBL7	850	6	0
ARID3B	151	6	0
CLK3	965	13	1
EDC3	687	0	0
CYP1A1	921	1	0
CYP1A2	89	0	0
CSK	725	26	10
MIR4513	0	0	0
LMAN1L	0	0	0
CPLX3	0	0	0
ULK3	770	0	0
SCAMP2	700	49	3
MPI	334	18	1
FAM219B	1277	5	0
COX5A	1436	28	1
RPP25	226	1	0
SCAMP5	166	0	0
PPCDC	316	7	2
C15orf39	785	15	6
GOLGA6C	0	0	0
GOLGA6D	0	0	0
COMMD4	1295	12	0
NEIL1	405	1	0
MIR631	6	0	0
MAN2C1	2660	15	0
SIN3A	1001	31	0
PTPN9	586	7	0
SNUPN	293	7	0
IMP3	1004	53	1
SNX33	525	12	0
CSPG4	2604	5	0
ODF3L1	76	0	0
DNM1P35	5	0	0
MIR4313	0	0	0
UBE2Q2	1094	49	0
FBXO22	140	0	0
NRG4	11	0	0
ETFA	905	43	0
TYRO3P	0	0	0
ISL2	0	0	0
SCAPER	165	2	0
RCN2	696	1	0
PSTPIP1	138	0	0
TSPAN3	2737	188	3
PEAK1	1093	18	0
LINC00597	2	0	0
HMG20A	555	25	0
LINGO1	2	0	0
LOC645752	6	0	0
LOC91450	15	0	0
TBC1D2B	1143	7	0
MIR5003	0	0	0
SH2D7	0	0	0
CIB2	42	0	0
IDH3A	911	108	0
ACSBG1	40	0	0
DNAJA4	771	56	0
WDR61	868	9	2
CRABP1	0	0	0
IREB2	491	33	0
PSMA4	1453	541	22
CHRNA5	33	0	0
CHRNA3	4	0	0
CHRNB4	5	0	0
LOC646938	0	0	0
ADAMTS7	65	0	0
MORF4L1	6713	325	5
CTSH	2576	198	19
RASGRF1	194	12	0
MIR184	0	0	0
ANKRD34C	3	0	0
TMED3	729	35	0
KIAA1024	0	0	0
MTHFS	32	0	0
ST20-MTHFS	0	0	0
ST20	30	750	46
BCL2A1	1122	6217	304
ZFAND6	1387	35	0
FAH	294	4	2
ARNT2	217	13	0
MIR4514	0	0	0
IL16	537	8	5
STARD5	77	19	1
TMC3	5	0	0
MEX3B	12	0	0
GOLGA6L10	4	0	0
UBE2Q2P2	0	0	0
GOLGA6L9	0	0	0
RPS17	0	0	0
CPEB1	26	0	0
AP3B2	12	0	0
LOC338963	0	0	0
SCARNA15	0	0	0
FSD2	5	0	0
WHAMM	225	1	4
HOMER2	69	0	0
C15orf40	238	1	0
BTBD1	1180	28	0
MIR4515	0	0	0
TM6SF1	343	6	2
BNC1	3	0	0
SH3GL3	23	0	0
ADAMTSL3	609	0	0
LOC440300	28	0	0
LOC642423	4	0	0
GOLGA6L4	29	0	0
DNM1P41	0	0	0
UBE2Q2P1	15	0	0
ZSCAN2	149	0	0
SCAND2P	117	3	6
WDR73	279	3	1
NMB	239	8	1
SEC11A	2773	93	7
ZNF592	629	18	1
ALPK3	214	19	0
SLC28A1	2	0	0
PDE8A	701	41	0
AKAP13	3732	41	0
KLHL25	259	1	1
MIR1276	0	0	0
AGBL1	3	0	0
LINC00052	0	0	0
NTRK3	470	2	0
NTRK3-AS1	2	0	0
MRPL46	244	6	0
MRPS11	568	14	1
DET1	68	0	0
MIR1179	0	0	0
MIR7-2	0	0	0
MIR3529	0	0	0
AEN	886	9	0
ISG20	995	225	20
ACAN	48	0	0
HAPLN3	1812	148	15
MFGE8	4629	11	0
ABHD2	1183	23	0
RLBP1	0	0	0
FANCI	60	0	0
POLG	528	1	1
MIR9-3	0	0	0
RHCG	5	0	0
TICRR	9	0	0
KIF7	71	4	0
PLIN1	14	0	0
PEX11A	68	0	0
WDR93	7	0	0
MESP1	1	0	0
MESP2	0	0	0
ANPEP	833	9	4
AP3S2	5	0	0
C15orf38-AP3S2	0	0	0
MIR5094	0	0	0
ZNF710	134	18	0
IDH2	1092	6	0
SEMA4B	1038	95	10
CIB1	3081	14	0
GDPGP1	24	0	0
NGRN	3591	89	2
GABARAPL3	0	0	0
ZNF774	14	0	0
IQGAP1	2800	652	43
CRTC3	1725	14	1
BLM	26	0	0
FURIN	3180	15	8
FES	3028	2	0
MAN2A2	1250	26	0
UNC45A	1460	9	0
HDDC3	319	2	0
RCCD1	73	0	0
PRC1	72	3	0
VPS33B	306	1	0
SV2B	127	0	0
SLCO3A1	940	51	7
ST8SIA2	5	0	0
C15orf32	0	0	0
FAM174B	241	0	0
ASB9P1	0	0	0
CHD2	1751	30	6
MIR3175	0	0	0
RGMA	39	0	0
MCTP2	564	305	9
LOC440311	10	0	0
NR2F2	1372	20	1
MIR1469	0	0	0
SPATA8	0	0	0
ARRDC4	907	6	0
FAM169B	2	0	0
IGF1R	876	17	0
MIR4714	0	0	0
PGPEP1L	13	5	0
SYNM	2634	12	0
TTC23	274	3	0
LRRC28	139	6	0
HSP90B2P	5	0	0
MEF2A	1775	78	2
LYSMD4	172	3	0
DNM1P46	6	0	0
ADAMTS17	31	0	0
CERS3	0	0	0
PRKXP1	49	0	1
ASB7	186	27	0
ALDH1A3	759	41	7
LRRK1	265	6	0
CHSY1	3441	42	1
SNRPA1	745	3	1
PCSK6	164	5	0
LOC100507472	0	0	0
TM2D3	445	38	0
TARSL2	281	0	0
OR4F6	0	1	0
OR4F15	0	0	0
OR4F13P	0	0	0
OR4F4	0	0	0
FAM138E	0	0	0
WASH3P	289	1	0
DDX11L9	0	0	0
DDX11L10	0	0	0
POLR3K	155	11	0
SNRNP25	278	16	0
RHBDF1	788	4	0
MPG	888	6	0
NPRL3	250	7	0
HBZ	2	0	0
HBM	0	1	0
HBA2	322	1900	259
HBA1	42	406	46
HBQ1	1	0	0
LUC7L	1447	19	1
RGS11	373	2	0
ARHGDIG	3	0	0
PDIA2	4	0	0
AXIN1	294	1	0
MRPL28	1335	2	1
TMEM8A	514	3	1
LOC100134368	6	0	0
NME4	1495	26	1
DECR2	342	1	0
RAB11FIP3	582	0	0
LINC00235	0	0	0
MIR5587	0	0	0
MIR3176	0	0	0
NHLRC4	36	0	0
PIGQ	412	5	0
RAB40C	323	2	0
WFIKKN1	14	0	0
WDR90	167	0	1
RHOT2	1132	21	0
RHBDL1	0	0	0
STUB1	877	0	0
JMJD8	242	3	0
WDR24	113	1	0
FBXL16	0	0	0
METRN	117	0	0
FAM173A	133	0	0
CCDC78	23	0	0
HAGHL	37	0	0
MSLN	167	2	0
MIR662	0	0	0
RPUSD1	160	7	0
CHTF18	132	0	0
GNG13	0	0	0
PRR25	0	0	0
LMF1	420	4	0
SOX8	7	0	0
SSTR5-AS1	0	0	0
SSTR5	0	4	0
C1QTNF8	0	0	0
CACNA1H	486	3	2
TPSG1	33	0	0
TPSB2	404	930	120
TPSAB1	1215	231	30
TPSD1	48	0	0
UBE2I	2291	29	11
BAIAP3	100	6	0
TSR3	646	0	1
GNPTG	800	0	3
UNKL	260	2	0
C16orf91	250	2	0
CCDC154	29	0	0
CLCN7	377	0	0
PTX4	0	0	0
TELO2	288	1	0
IFT140	272	4	0
TMEM204	3988	31	0
MAPK8IP3	286	8	1
MIR3177	0	0	0
NME3	1307	2	0
MRPS34	932	8	1
EME2	7	0	0
SPSB3	1315	0	0
NUBP2	515	5	0
IGFALS	0	0	0
HAGH	1028	8	0
FAHD1	252	11	0
MEIOB	4	0	0
LINC00254	0	0	0
HS3ST6	0	0	0
MSRB1	1028	75	0
RPL3L	0	0	0
NDUFB10	2173	2	4
RPS2	29978	753	52
SNORA10	40	0	0
SNORA64	70	1	0
SNHG9	498	0	0
SNORA78	152	0	1
RNF151	3	0	0
TBL3	580	5	1
NOXO1	0	0	0
GFER	483	0	0
SYNGR3	5	0	0
ZNF598	471	7	0
NPW	12	0	0
SLC9A3R2	3882	17	7
NTHL1	629	0	0
TSC2	849	3	0
PKD1	591	7	0
MIR1225	0	0	0
MIR4516	0	0	0
MIR3180-5	0	0	0
RAB26	6	0	0
SNORD60	19	0	0
TRAF7	704	28	0
CASKIN1	0	0	0
MLST8	390	1	0
BRICD5	61	0	0
PGP	361	3	1
E4F1	403	0	0
DNASE1L2	1	0	0
ECI1	882	4	3
RNPS1	3259	37	0
MIR3677	2	0	0
MIR940	5	0	0
MIR4717	0	0	0
ABCA3	715	13	3
ABCA17P	6	0	0
CCNF	45	3	0
NTN3	0	0	0
TBC1D24	226	0	1
ATP6V0C	2268	312	38
AMDHD2	198	0	0
CEMP1	40	0	0
MIR3178	1	0	0
PDPK1	297	4	0
LOC652276	13	0	0
FLJ42627	30	0	0
ERVK13-1	183	0	0
KCTD5	589	0	2
PRSS27	33	0	0
SRRM2-AS1	3	0	0
SRRM2	6724	163	8
PRSS33	0	0	0
PRSS41	0	0	0
PRSS21	0	0	0
ZG16B	9	0	0
PRSS30P	2	0	0
PRSS22	6	0	0
FLYWCH2	756	0	0
FLYWCH1	607	0	0
KREMEN2	0	0	0
PAQR4	82	2	0
PKMYT1	0	0	0
LINC00514	0	0	0
CLDN9	0	6	0
CLDN6	6	1	0
TNFRSF12A	1022	73	5
HCFC1R1	1029	1	0
THOC6	594	0	0
LOC100128770	2	2	0
MMP25	118	31	6
IL32	2455	424	43
ZSCAN10	0	0	0
ZNF205-AS1	5	0	0
ZNF205	172	0	0
ZNF213	68	0	0
OR1F1	0	0	0
OR1F2P	0	0	0
ZNF200	127	8	3
MEFV	56	12	0
ZNF263	1473	7	0
TIGD7	202	8	0
ZNF75A	281	13	0
OR2C1	0	0	0
MTRNR2L4	4	0	0
ZSCAN32	258	5	0
ZNF174	108	0	1
ZNF597	88	5	0
NAA60	941	0	1
C16orf90	0	0	0
CLUAP1	336	3	0
NLRC3	108	7	0
SLX4	74	12	0
DNASE1	17	0	9
TRAP1	1088	12	0
CREBBP	893	41	4
ADCY9	563	6	0
SRL	237	0	0
TFAP4	115	1	0
GLIS2	147	13	0
PAM16	0	0	0
CORO7-PAM16	0	0	0
CORO7	209	4	0
VASN	705	0	2
DNAJA3	610	2	2
NMRAL1	728	0	0
HMOX2	1610	18	2
CDIP1	640	7	0
C16orf96	0	0	0
UBALD1	332	0	1
MGRN1	498	2	0
NUDT16L1	302	0	0
ANKS3	310	3	0
C16orf71	7	0	0
ZNF500	53	0	0
SEPT12	0	0	0
ROGDI	479	7	0
GLYR1	1505	38	0
UBN1	887	8	0
PPL	854	10	0
SEC14L5	2	0	0
NAGPA	214	0	0
NAGPA-AS1	0	0	0
C16orf89	571	0	2
ALG1	157	6	0
RBFOX1	8	0	0
TMEM114	3	0	0
METTL22	212	0	0
ABAT	99	0	0
TMEM186	170	0	0
PMM2	1267	3	0
CARHSP1	2782	25	1
USP7	2181	17	0
C16orf72	1056	49	5
MIR548X	0	0	0
GRIN2A	27	0	0
ATF7IP2	131	14	0
EMP2	3978	36	3
TEKT5	0	0	0
NUBP1	382	8	0
TVP23A	41	0	0
CIITA	299	0	3
DEXI	524	0	0
CLEC16A	360	12	0
SOCS1	210	88	13
TNP2	0	0	0
PRM3	0	0	0
PRM2	0	0	0
PRM1	0	0	0
RMI2	34	0	0
LITAF	12784	2233	130
SNN	1292	108	6
TXNDC11	912	0	0
ZC3H7A	955	1	0
BCAR4	3	0	0
RSL1D1	2608	137	5
GSPT1	2379	167	13
TNFRSF17	26	4	0
SNX29	391	3	0
CPPED1	601	50	0
MIR4718	0	0	0
SHISA9	4	0	0
ERCC4	67	7	0
MIR193B	0	0	0
MIR365A	0	0	0
PARN	582	2	0
BFAR	831	15	4
PLA2G10	15	0	0
ABCC6P2	2	0	0
NOMO1	587	36	4
MIR3179-1	0	0	0
MIR3179-2	0	0	0
MIR3179-3	0	0	0
MIR3180-1	0	0	0
MIR3180-3	0	0	0
MIR3180-2	0	0	0
PDXDC1	1209	20	0
NTAN1	1360	46	2
RRN3	1007	24	1
MIR3180-4	0	0	0
MPV17L	19	0	0
C16orf45	874	3	0
NDE1	201	5	2
MIR484	0	0	0
MYH11	15641	356	24
FOPNL	589	40	0
ABCC1	606	66	1
ABCC6	65	1	1
NOMO3	2	0	0
PKD1P1	78	3	0
XYLT1	194	0	0
NOMO2	117	0	0
ABCC6P1	3	0	0
RPS15A	16425	889	70
ARL6IP1	1513	77	6
SMG1	1041	115	3
TMC7	48	0	0
COQ7	388	2	0
ITPRIPL2	641	24	0
SYT17	117	2	0
CLEC19A	10	0	0
TMC5	122	10	1
GDE1	912	6	0
CCP110	187	19	0
IQCK	314	44	3
GPRC5B	456	0	0
GPR139	0	0	0
GP2	5	0	0
UMOD	0	0	0
PDILT	3	0	0
ACSM5	77	0	0
ACSM2A	12	0	0
ACSM2B	8	0	0
ACSM1	30	3	0
THUMPD1	525	8	0
ACSM3	37	0	0
ERI2	45	0	0
DCUN1D3	314	170	7
LYRM1	864	131	12
DNAH3	6	0	0
TMEM159	337	6	0
ZP2	0	0	0
ANKS4B	1	3	0
CRYM	77	0	0
CRYM-AS1	0	0	0
SNX29P1	12	0	0
LOC100190986	0	0	0
SLC7A5P2	38	0	0
METTL9	1812	277	13
IGSF6	96	594	21
OTOA	23	2	1
RRN3P1	124	0	0
UQCRC2	2079	30	4
PDZD9	6	0	0
VWA3A	55	0	0
EEF2K	724	3	0
POLR3E	544	22	0
CDR2	619	21	1
RRN3P3	105	0	0
SMG1P1	72	0	0
MIR548AA2	0	0	0
MIR548D2	0	0	0
HS3ST2	213	4	0
USP31	316	2	0
SCNN1G	91	0	0
SCNN1B	332	0	1
COG7	338	0	0
GGA2	1567	5	0
EARS2	197	13	1
UBFD1	523	36	1
NDUFAB1	1238	13	0
PALB2	138	9	0
DCTN5	700	14	3
PLK1	46	0	0
ERN2	0	0	0
CHP2	5	0	0
PRKCB	563	16	1
CACNG3	2	0	0
RBBP6	1150	48	0
TNRC6A	852	11	0
SLC5A11	5	0	0
ARHGAP17	1252	18	0
LOC554206	11	0	0
LCMT1	456	24	1
AQP8	10	0	0
ZKSCAN2	86	0	0
HS3ST4	0	0	0
C16orf82	8	0	0
KDM8	109	0	0
NSMCE1	1442	22	1
FLJ21408	26	4	0
IL4R	8798	50	6
IL21R	42	9	1
IL21R-AS1	0	0	0
GTF3C1	789	7	1
KIAA0556	233	0	0
GSG1L	9	0	0
XPO6	1621	102	2
SBK1	16	0	0
EIF3CL	0	0	0
EIF3C	0	0	0
CLN3	597	0	0
APOBR	149	15	4
IL27	6	29	0
NUPR1	2837	15	1
SULT1A2	191	0	0
SULT1A1	1033	0	0
ATXN2L	813	105	2
TUFM	2620	42	4
MIR4721	0	0	0
SH2B1	447	2	0
ATP2A1	23	0	0
RABEP2	187	0	0
CD19	0	0	0
NFATC2IP	507	21	0
MIR4517	0	0	0
SPNS1	376	5	1
LAT	197	0	0
RRN3P2	74	0	0
SNX29P2	8	0	0
LOC606724	0	0	0
BOLA2	0	0	0
BOLA2B	0	0	0
SLX1B	0	0	0
SLX1A	0	0	0
SLX1A-SULT1A3	0	0	0
SLX1B-SULT1A4	0	0	0
SULT1A4	0	0	0
SULT1A3	0	0	0
LOC613038	0	0	0
LOC388242	0	0	0
SPN	131	0	1
QPRT	325	1	0
C16orf54	75	0	0
ZG16	0	0	0
KIF22	566	6	0
MAZ	632	6	1
PRRT2	170	0	0
PAGR1	627	1	0
MVP	3915	23	5
CDIPT	2089	33	5
SEZ6L2	21	16	0
ASPHD1	17	0	0
KCTD13	243	5	1
TMEM219	3319	18	4
TAOK2	1438	32	0
HIRIP3	435	0	0
INO80E	373	0	0
DOC2A	3	0	0
C16orf92	0	0	0
FAM57B	0	0	0
ALDOA	14448	461	43
PPP4C	1810	40	6
TBX6	11	0	0
YPEL3	1661	260	36
GDPD3	196	0	0
MAPK3	2543	25	0
CORO1A	893	16	4
CD2BP2	2107	5	0
TBC1D10B	486	78	4
MYLPF	11	0	0
SEPT1	84	11	0
ZNF48	147	1	0
ZNF771	38	0	0
DCTPP1	725	17	0
SEPHS2	1468	28	0
ITGAL	355	21	1
MIR4518	0	0	0
ZNF768	376	2	0
ZNF747	94	0	0
ZNF764	110	0	0
ZNF688	359	0	0
ZNF785	37	0	0
ZNF689	229	0	0
PRR14	651	19	1
FBRS	610	13	0
LOC730183	14	3	0
SRCAP	1025	5	0
SNORA30	0	0	0
PHKG2	628	2	2
RNF40	1440	7	2
ZNF629	659	2	0
MIR4519	0	0	0
BCL7C	1151	7	0
MIR762	0	0	0
CTF1	44	12	6
FBXL19-AS1	17	0	0
FBXL19	77	3	0
ORAI3	308	0	4
SETD1A	349	1	0
HSD3B7	446	22	1
STX1B	1	0	0
STX4	2048	12	10
ZNF668	109	3	0
ZNF646	102	2	0
PRSS53	43	0	0
VKORC1	1351	30	4
BCKDK	1053	5	2
KAT8	888	10	1
PRSS8	125	3	1
PRSS36	17	0	0
FUS	7432	414	17
PYCARD	1010	12	0
TRIM72	5	0	0
PYDC1	0	0	0
ITGAM	392	79	0
ITGAX	353	132	16
ITGAD	1	0	0
COX6A2	0	0	0
ZNF843	2	0	0
ARMC5	297	0	0
TGFB1I1	1024	14	1
SLC5A2	39	0	0
C16orf58	466	0	2
AHSP	11	0	0
CLUHP3	33	0	0
ZNF720	173	31	0
ZNF267	179	53	1
HERC2P4	0	0	0
TP53TG3D	33	0	0
LOC390705	0	0	0
TP53TG3B	0	0	0
TP53TG3	0	0	0
TP53TG3C	0	0	0
SLC6A10P	0	0	0
UBE2MP1	4	0	0
ANKRD26P1	17	0	0
SHCBP1	19	0	0
VPS35	764	72	3
ORC6	6	0	0
MYLK3	21	0	0
C16orf87	68	0	0
GPT2	58	1	0
DNAJA2	1273	82	1
NETO2	102	11	0
ITFG1	643	30	3
PHKB	770	12	1
ABCC12	2	0	0
ABCC11	7	0	0
MIR548AE2	0	0	0
LONP2	226	27	0
SIAH1	277	1	3
N4BP1	760	94	6
CBLN1	9	0	0
C16orf78	2	0	0
ZNF423	335	0	1
CNEP1R1	199	6	0
HEATR3	13	0	0
ADCY7	294	54	8
BRD7	895	16	3
NKD1	348	0	0
SNX20	84	28	0
NOD2	58	3	0
CYLD	851	138	0
SALL1	0	0	0
C16orf97	0	0	0
TOX3	3	0	0
CHD9	425	21	0
LOC643802	23	17	0
RBL2	852	16	1
AKTIP	427	18	2
RPGRIP1L	35	0	0
FTO	587	47	10
IRX3	36	11	0
CRNDE	125	14	0
IRX5	6	0	0
IRX6	0	0	0
MMP2	4470	366	21
LPCAT2	153	14	0
CAPNS2	2	0	0
SLC6A2	10	0	0
CES1P2	13	0	0
CES1P1	2	0	0
CES1	1227	11	4
CES5A	0	0	0
LOC283856	13	0	0
GNAO1	48	0	0
DKFZP434H168	0	0	0
MIR3935	0	0	0
AMFR	1123	3	0
NUDT21	936	44	3
OGFOD1	484	73	1
BBS2	494	1	1
MT4	0	0	0
MT3	0	0	0
MT2A	146139	8685	772
MT1L	1127	46	1
MT1E	21121	249	32
MT1M	25278	263	13
MT1JP	416	0	0
MT1A	8153	389	26
MT1DP	52	3	0
MT1B	0	0	0
MT1F	892	43	0
MT1G	4084	103	2
MT1H	83	8	0
MT1IP	3	0	0
MT1X	25430	536	55
NUP93	577	22	1
MIR138-2	0	0	0
SLC12A3	0	0	0
HERPUD1	3187	20	0
CETP	87	0	0
NLRC5	911	21	3
CPNE2	1826	20	2
FAM192A	1308	73	4
RSPRY1	130	2	1
ARL2BP	1587	83	3
PLLP	986	0	0
CCL22	33	11	1
CX3CL1	3517	134	11
CCL17	36	1	0
CIAPIN1	537	12	0
COQ9	401	8	0
POLR2C	1174	58	2
DOK4	430	0	0
CCDC102A	68	0	0
KATNB1	289	0	0
KIFC3	813	10	1
CNGB1	15	6	0
TEPP	13	0	0
ZNF319	72	0	0
USB1	904	196	24
MMP15	241	8	0
CSNK2A2	209	1	0
CCDC113	57	18	0
PRSS54	0	0	0
GINS3	81	0	0
NDRG4	1074	4	0
SETD6	193	0	0
CNOT1	1317	59	1
SNORA46	0	0	0
SLC38A7	51	4	0
GOT2	959	64	7
CDH8	2	0	0
CDH11	476	6	0
CDH5	6490	72	8
BEAN1	18	0	0
TK2	978	26	0
CKLF	25	25	0
CKLF-CMTM1	0	0	0
CMTM1	2	0	0
CMTM2	84	69	0
CMTM3	1254	17	3
CMTM4	355	25	0
DYNC1LI2	2517	68	9
NAE1	517	47	0
CA7	2	0	0
PDP2	78	0	0
CDH16	0	5	0
RRAD	2674	0	0
CES2	922	22	1
CES3	6	0	0
CES4A	21	3	0
CBFB	772	44	0
C16orf70	217	0	1
B3GNT9	94	5	0
TRADD	404	6	1
FBXL8	20	0	0
HSF4	249	0	0
NOL3	561	9	0
KIAA0895L	558	0	0
EXOC3L1	434	0	1
E2F4	1710	12	0
ELMO3	131	0	0
MIR328	0	0	0
LRRC29	44	0	0
TMEM208	786	2	0
FHOD1	671	0	1
SLC9A5	95	1	0
PLEKHG4	117	0	0
KCTD19	0	0	0
LRRC36	69	0	0
TPPP3	3454	21	5
ZDHHC1	253	1	0
HSD11B2	48	0	0
ATP6V0D1	2128	25	0
AGRP	50	0	0
CTCF	642	0	0
ACD	360	3	0
